user_id,event_date,event_name,plan,country,signup_date
U0002,2024-04-15,dashboard_view,free,USA,2024-01-15
U0002,2024-04-01,report_create,free,USA,2024-01-15
U0002,2024-06-24,logout,free,USA,2024-01-15
U0002,2024-06-28,login,free,USA,2024-01-15
U0002,2024-05-30,logout,free,USA,2024-01-15
U0002,2024-04-11,login,free,USA,2024-01-15
U0002,2024-05-11,api_access,free,USA,2024-01-15
U0002,2024-03-29,invite_teammate,free,USA,2024-01-15
U0002,2024-02-29,export_data,free,USA,2024-01-15
U0003,2024-02-21,dashboard_view,pro,India,2024-01-04
U0003,2024-04-12,logout,pro,India,2024-01-04
U0003,2024-06-13,settings_change,pro,India,2024-01-04
U0003,2024-05-07,login,pro,India,2024-01-04
U0003,2024-06-13,report_create,pro,India,2024-01-04
U0003,2024-02-21,login,pro,India,2024-01-04
U0003,2024-02-22,login,pro,India,2024-01-04
U0003,2024-06-03,dashboard_view,pro,India,2024-01-04
U0003,2024-04-12,login,pro,India,2024-01-04
U0003,2024-05-21,invite_teammate,pro,India,2024-01-04
U0003,2024-05-10,report_share,pro,India,2024-01-04
U0003,2024-04-28,logout,pro,India,2024-01-04
U0003,2024-01-08,login,pro,India,2024-01-04
U0003,2024-01-18,dashboard_view,pro,India,2024-01-04
U0003,2024-01-14,report_create,pro,India,2024-01-04
U0003,2024-02-27,billing_view,pro,India,2024-01-04
U0003,2024-06-22,report_share,pro,India,2024-01-04
U0003,2024-06-25,logout,pro,India,2024-01-04
U0003,2024-05-20,login,pro,India,2024-01-04
U0003,2024-05-31,dashboard_view,pro,India,2024-01-04
U0003,2024-01-22,login,pro,India,2024-01-04
U0003,2024-02-09,report_share,pro,India,2024-01-04
U0003,2024-01-08,report_share,pro,India,2024-01-04
U0003,2024-06-10,login,pro,India,2024-01-04
U0003,2024-06-18,login,pro,India,2024-01-04
U0003,2024-02-17,invite_teammate,pro,India,2024-01-04
U0003,2024-03-22,logout,pro,India,2024-01-04
U0003,2024-01-28,report_create,pro,India,2024-01-04
U0003,2024-02-16,logout,pro,India,2024-01-04
U0003,2024-01-20,billing_view,pro,India,2024-01-04
U0003,2024-01-31,login,pro,India,2024-01-04
U0003,2024-06-04,billing_view,pro,India,2024-01-04
U0003,2024-02-29,login,pro,India,2024-01-04
U0003,2024-02-24,report_create,pro,India,2024-01-04
U0003,2024-06-25,report_create,pro,India,2024-01-04
U0003,2024-02-03,logout,pro,India,2024-01-04
U0003,2024-05-30,report_share,pro,India,2024-01-04
U0003,2024-03-26,logout,pro,India,2024-01-04
U0003,2024-02-27,api_access,pro,India,2024-01-04
U0003,2024-06-03,login,pro,India,2024-01-04
U0003,2024-01-20,login,pro,India,2024-01-04
U0003,2024-02-09,api_access,pro,India,2024-01-04
U0003,2024-02-16,settings_change,pro,India,2024-01-04
U0003,2024-05-24,login,pro,India,2024-01-04
U0003,2024-03-06,logout,pro,India,2024-01-04
U0003,2024-01-14,login,pro,India,2024-01-04
U0003,2024-06-13,export_data,pro,India,2024-01-04
U0003,2024-02-13,login,pro,India,2024-01-04
U0003,2024-05-07,login,pro,India,2024-01-04
U0003,2024-01-05,login,pro,India,2024-01-04
U0003,2024-01-26,settings_change,pro,India,2024-01-04
U0003,2024-06-03,logout,pro,India,2024-01-04
U0003,2024-04-19,settings_change,pro,India,2024-01-04
U0003,2024-05-04,settings_change,pro,India,2024-01-04
U0003,2024-02-25,login,pro,India,2024-01-04
U0003,2024-03-13,report_share,pro,India,2024-01-04
U0003,2024-04-18,dashboard_view,pro,India,2024-01-04
U0003,2024-02-17,export_data,pro,India,2024-01-04
U0003,2024-01-13,export_data,pro,India,2024-01-04
U0003,2024-05-10,export_data,pro,India,2024-01-04
U0003,2024-01-26,export_data,pro,India,2024-01-04
U0003,2024-03-21,dashboard_view,pro,India,2024-01-04
U0003,2024-01-05,export_data,pro,India,2024-01-04
U0003,2024-02-22,login,pro,India,2024-01-04
U0003,2024-05-18,logout,pro,India,2024-01-04
U0003,2024-06-10,report_create,pro,India,2024-01-04
U0003,2024-05-21,report_share,pro,India,2024-01-04
U0003,2024-05-01,api_access,pro,India,2024-01-04
U0003,2024-06-20,dashboard_view,pro,India,2024-01-04
U0003,2024-01-17,login,pro,India,2024-01-04
U0003,2024-02-11,settings_change,pro,India,2024-01-04
U0003,2024-05-04,report_share,pro,India,2024-01-04
U0003,2024-02-13,invite_teammate,pro,India,2024-01-04
U0003,2024-01-15,login,pro,India,2024-01-04
U0003,2024-04-06,dashboard_view,pro,India,2024-01-04
U0003,2024-04-24,dashboard_view,pro,India,2024-01-04
U0003,2024-06-09,billing_view,pro,India,2024-01-04
U0003,2024-04-29,login,pro,India,2024-01-04
U0003,2024-01-17,logout,pro,India,2024-01-04
U0003,2024-02-18,login,pro,India,2024-01-04
U0003,2024-01-11,report_share,pro,India,2024-01-04
U0003,2024-02-02,login,pro,India,2024-01-04
U0003,2024-03-04,settings_change,pro,India,2024-01-04
U0003,2024-06-03,export_data,pro,India,2024-01-04
U0003,2024-04-20,login,pro,India,2024-01-04
U0003,2024-06-25,logout,pro,India,2024-01-04
U0003,2024-03-02,api_access,pro,India,2024-01-04
U0003,2024-03-27,dashboard_view,pro,India,2024-01-04
U0003,2024-03-04,api_access,pro,India,2024-01-04
U0004,2024-04-01,login,free,Singapore,2024-02-05
U0004,2024-06-08,login,free,Singapore,2024-02-05
U0004,2024-05-26,login,free,Singapore,2024-02-05
U0004,2024-05-31,login,free,Singapore,2024-02-05
U0004,2024-05-10,login,free,Singapore,2024-02-05
U0004,2024-03-25,invite_teammate,free,Singapore,2024-02-05
U0004,2024-04-14,dashboard_view,free,Singapore,2024-02-05
U0004,2024-03-08,login,free,Singapore,2024-02-05
U0004,2024-06-29,login,free,Singapore,2024-02-05
U0004,2024-03-10,login,free,Singapore,2024-02-05
U0004,2024-06-03,report_create,free,Singapore,2024-02-05
U0004,2024-03-19,api_access,free,Singapore,2024-02-05
U0004,2024-04-01,logout,free,Singapore,2024-02-05
U0004,2024-03-16,billing_view,free,Singapore,2024-02-05
U0004,2024-03-19,export_data,free,Singapore,2024-02-05
U0004,2024-06-25,logout,free,Singapore,2024-02-05
U0004,2024-02-27,report_create,free,Singapore,2024-02-05
U0004,2024-06-17,report_share,free,Singapore,2024-02-05
U0004,2024-03-31,export_data,free,Singapore,2024-02-05
U0004,2024-06-02,dashboard_view,free,Singapore,2024-02-05
U0004,2024-05-24,api_access,free,Singapore,2024-02-05
U0004,2024-04-08,dashboard_view,free,Singapore,2024-02-05
U0004,2024-05-26,export_data,free,Singapore,2024-02-05
U0004,2024-03-14,logout,free,Singapore,2024-02-05
U0004,2024-02-06,report_create,free,Singapore,2024-02-05
U0004,2024-02-16,login,free,Singapore,2024-02-05
U0004,2024-06-04,api_access,free,Singapore,2024-02-05
U0004,2024-06-13,login,free,Singapore,2024-02-05
U0004,2024-06-19,report_create,free,Singapore,2024-02-05
U0004,2024-03-01,report_create,free,Singapore,2024-02-05
U0004,2024-04-06,login,free,Singapore,2024-02-05
U0004,2024-02-08,settings_change,free,Singapore,2024-02-05
U0004,2024-05-19,logout,free,Singapore,2024-02-05
U0004,2024-03-09,report_create,free,Singapore,2024-02-05
U0004,2024-04-06,invite_teammate,free,Singapore,2024-02-05
U0004,2024-02-28,login,free,Singapore,2024-02-05
U0004,2024-04-23,login,free,Singapore,2024-02-05
U0004,2024-06-01,logout,free,Singapore,2024-02-05
U0004,2024-02-11,logout,free,Singapore,2024-02-05
U0004,2024-06-02,api_access,free,Singapore,2024-02-05
U0004,2024-05-18,login,free,Singapore,2024-02-05
U0004,2024-05-09,export_data,free,Singapore,2024-02-05
U0004,2024-02-05,logout,free,Singapore,2024-02-05
U0004,2024-02-23,report_create,free,Singapore,2024-02-05
U0004,2024-04-30,report_share,free,Singapore,2024-02-05
U0004,2024-04-20,report_create,free,Singapore,2024-02-05
U0004,2024-04-14,settings_change,free,Singapore,2024-02-05
U0004,2024-06-22,export_data,free,Singapore,2024-02-05
U0004,2024-03-29,billing_view,free,Singapore,2024-02-05
U0004,2024-02-25,export_data,free,Singapore,2024-02-05
U0004,2024-04-30,api_access,free,Singapore,2024-02-05
U0004,2024-02-19,report_share,free,Singapore,2024-02-05
U0004,2024-05-08,logout,free,Singapore,2024-02-05
U0005,2024-02-11,report_create,free,India,2024-02-01
U0005,2024-02-18,export_data,free,India,2024-02-01
U0005,2024-03-01,invite_teammate,free,India,2024-02-01
U0005,2024-02-14,login,free,India,2024-02-01
U0005,2024-03-03,report_share,free,India,2024-02-01
U0005,2024-02-17,login,free,India,2024-02-01
U0005,2024-02-23,login,free,India,2024-02-01
U0005,2024-02-20,login,free,India,2024-02-01
U0005,2024-02-29,settings_change,free,India,2024-02-01
U0005,2024-02-06,dashboard_view,free,India,2024-02-01
U0005,2024-03-05,report_share,free,India,2024-02-01
U0005,2024-02-06,dashboard_view,free,India,2024-02-01
U0005,2024-02-17,login,free,India,2024-02-01
U0006,2024-03-12,billing_view,enterprise,India,2024-01-29
U0006,2024-03-27,report_share,enterprise,India,2024-01-29
U0006,2024-02-10,login,enterprise,India,2024-01-29
U0006,2024-03-11,export_data,enterprise,India,2024-01-29
U0006,2024-03-10,settings_change,enterprise,India,2024-01-29
U0006,2024-03-15,logout,enterprise,India,2024-01-29
U0006,2024-03-08,login,enterprise,India,2024-01-29
U0006,2024-02-27,login,enterprise,India,2024-01-29
U0006,2024-03-01,report_create,enterprise,India,2024-01-29
U0006,2024-03-16,dashboard_view,enterprise,India,2024-01-29
U0006,2024-02-06,invite_teammate,enterprise,India,2024-01-29
U0006,2024-03-06,report_create,enterprise,India,2024-01-29
U0006,2024-03-10,report_share,enterprise,India,2024-01-29
U0006,2024-02-29,logout,enterprise,India,2024-01-29
U0006,2024-03-06,logout,enterprise,India,2024-01-29
U0006,2024-03-08,login,enterprise,India,2024-01-29
U0006,2024-03-06,billing_view,enterprise,India,2024-01-29
U0006,2024-02-26,api_access,enterprise,India,2024-01-29
U0006,2024-02-08,login,enterprise,India,2024-01-29
U0006,2024-02-27,dashboard_view,enterprise,India,2024-01-29
U0006,2024-03-25,report_create,enterprise,India,2024-01-29
U0007,2024-01-23,login,starter,USA,2024-01-18
U0007,2024-01-21,dashboard_view,starter,USA,2024-01-18
U0007,2024-01-19,report_create,starter,USA,2024-01-18
U0007,2024-01-28,logout,starter,USA,2024-01-18
U0007,2024-01-24,billing_view,starter,USA,2024-01-18
U0008,2024-03-27,report_create,free,Singapore,2024-01-14
U0008,2024-05-18,logout,free,Singapore,2024-01-14
U0008,2024-06-27,dashboard_view,free,Singapore,2024-01-14
U0008,2024-02-13,api_access,free,Singapore,2024-01-14
U0008,2024-05-19,logout,free,Singapore,2024-01-14
U0008,2024-01-31,export_data,free,Singapore,2024-01-14
U0008,2024-04-15,export_data,free,Singapore,2024-01-14
U0008,2024-06-06,report_create,free,Singapore,2024-01-14
U0008,2024-03-20,export_data,free,Singapore,2024-01-14
U0008,2024-05-14,logout,free,Singapore,2024-01-14
U0008,2024-02-13,report_create,free,Singapore,2024-01-14
U0008,2024-06-09,login,free,Singapore,2024-01-14
U0008,2024-03-20,login,free,Singapore,2024-01-14
U0008,2024-01-28,login,free,Singapore,2024-01-14
U0008,2024-05-11,logout,free,Singapore,2024-01-14
U0008,2024-02-17,report_create,free,Singapore,2024-01-14
U0008,2024-01-27,dashboard_view,free,Singapore,2024-01-14
U0008,2024-04-30,invite_teammate,free,Singapore,2024-01-14
U0008,2024-04-14,login,free,Singapore,2024-01-14
U0008,2024-03-28,report_share,free,Singapore,2024-01-14
U0008,2024-02-02,report_share,free,Singapore,2024-01-14
U0008,2024-06-22,login,free,Singapore,2024-01-14
U0008,2024-02-07,export_data,free,Singapore,2024-01-14
U0008,2024-02-25,report_share,free,Singapore,2024-01-14
U0008,2024-04-03,logout,free,Singapore,2024-01-14
U0008,2024-03-31,dashboard_view,free,Singapore,2024-01-14
U0008,2024-04-15,login,free,Singapore,2024-01-14
U0008,2024-06-10,report_create,free,Singapore,2024-01-14
U0008,2024-02-19,login,free,Singapore,2024-01-14
U0008,2024-05-25,dashboard_view,free,Singapore,2024-01-14
U0008,2024-05-17,report_create,free,Singapore,2024-01-14
U0008,2024-02-24,login,free,Singapore,2024-01-14
U0008,2024-02-22,report_share,free,Singapore,2024-01-14
U0008,2024-03-02,billing_view,free,Singapore,2024-01-14
U0008,2024-06-05,export_data,free,Singapore,2024-01-14
U0008,2024-05-27,logout,free,Singapore,2024-01-14
U0008,2024-06-03,settings_change,free,Singapore,2024-01-14
U0008,2024-02-12,report_create,free,Singapore,2024-01-14
U0008,2024-02-02,login,free,Singapore,2024-01-14
U0008,2024-02-16,logout,free,Singapore,2024-01-14
U0008,2024-05-15,dashboard_view,free,Singapore,2024-01-14
U0008,2024-04-15,login,free,Singapore,2024-01-14
U0008,2024-05-06,logout,free,Singapore,2024-01-14
U0008,2024-06-14,report_share,free,Singapore,2024-01-14
U0008,2024-04-10,login,free,Singapore,2024-01-14
U0008,2024-03-31,login,free,Singapore,2024-01-14
U0008,2024-02-13,dashboard_view,free,Singapore,2024-01-14
U0008,2024-02-19,settings_change,free,Singapore,2024-01-14
U0008,2024-04-01,login,free,Singapore,2024-01-14
U0008,2024-02-16,logout,free,Singapore,2024-01-14
U0008,2024-05-01,settings_change,free,Singapore,2024-01-14
U0008,2024-02-11,login,free,Singapore,2024-01-14
U0008,2024-05-16,api_access,free,Singapore,2024-01-14
U0008,2024-01-24,login,free,Singapore,2024-01-14
U0008,2024-01-22,billing_view,free,Singapore,2024-01-14
U0008,2024-05-24,export_data,free,Singapore,2024-01-14
U0008,2024-05-13,login,free,Singapore,2024-01-14
U0008,2024-03-18,login,free,Singapore,2024-01-14
U0008,2024-03-31,invite_teammate,free,Singapore,2024-01-14
U0008,2024-02-07,billing_view,free,Singapore,2024-01-14
U0008,2024-06-16,dashboard_view,free,Singapore,2024-01-14
U0008,2024-03-05,login,free,Singapore,2024-01-14
U0008,2024-04-12,login,free,Singapore,2024-01-14
U0008,2024-02-20,logout,free,Singapore,2024-01-14
U0008,2024-03-25,logout,free,Singapore,2024-01-14
U0008,2024-04-12,report_create,free,Singapore,2024-01-14
U0008,2024-05-21,billing_view,free,Singapore,2024-01-14
U0008,2024-06-18,dashboard_view,free,Singapore,2024-01-14
U0008,2024-06-07,login,free,Singapore,2024-01-14
U0008,2024-06-10,api_access,free,Singapore,2024-01-14
U0008,2024-05-28,dashboard_view,free,Singapore,2024-01-14
U0008,2024-03-03,logout,free,Singapore,2024-01-14
U0008,2024-02-26,logout,free,Singapore,2024-01-14
U0008,2024-05-30,login,free,Singapore,2024-01-14
U0008,2024-02-08,logout,free,Singapore,2024-01-14
U0008,2024-05-22,logout,free,Singapore,2024-01-14
U0008,2024-05-14,report_create,free,Singapore,2024-01-14
U0008,2024-06-12,login,free,Singapore,2024-01-14
U0008,2024-02-10,login,free,Singapore,2024-01-14
U0008,2024-04-13,logout,free,Singapore,2024-01-14
U0008,2024-05-01,dashboard_view,free,Singapore,2024-01-14
U0008,2024-03-12,report_create,free,Singapore,2024-01-14
U0008,2024-04-03,login,free,Singapore,2024-01-14
U0008,2024-02-11,report_share,free,Singapore,2024-01-14
U0008,2024-05-19,api_access,free,Singapore,2024-01-14
U0008,2024-03-27,export_data,free,Singapore,2024-01-14
U0008,2024-01-24,login,free,Singapore,2024-01-14
U0008,2024-05-19,login,free,Singapore,2024-01-14
U0009,2024-05-05,settings_change,starter,Germany,2024-03-27
U0009,2024-04-24,export_data,starter,Germany,2024-03-27
U0009,2024-05-03,logout,starter,Germany,2024-03-27
U0009,2024-04-20,logout,starter,Germany,2024-03-27
U0009,2024-05-13,login,starter,Germany,2024-03-27
U0009,2024-04-09,report_create,starter,Germany,2024-03-27
U0009,2024-04-06,login,starter,Germany,2024-03-27
U0009,2024-04-09,api_access,starter,Germany,2024-03-27
U0009,2024-04-17,login,starter,Germany,2024-03-27
U0009,2024-04-21,dashboard_view,starter,Germany,2024-03-27
U0009,2024-04-11,dashboard_view,starter,Germany,2024-03-27
U0009,2024-05-01,api_access,starter,Germany,2024-03-27
U0009,2024-04-30,api_access,starter,Germany,2024-03-27
U0009,2024-05-11,report_share,starter,Germany,2024-03-27
U0009,2024-05-01,login,starter,Germany,2024-03-27
U0009,2024-04-09,login,starter,Germany,2024-03-27
U0009,2024-04-25,export_data,starter,Germany,2024-03-27
U0009,2024-04-13,login,starter,Germany,2024-03-27
U0009,2024-04-02,logout,starter,Germany,2024-03-27
U0009,2024-03-30,logout,starter,Germany,2024-03-27
U0009,2024-05-14,export_data,starter,Germany,2024-03-27
U0009,2024-05-07,login,starter,Germany,2024-03-27
U0009,2024-04-08,api_access,starter,Germany,2024-03-27
U0009,2024-04-21,dashboard_view,starter,Germany,2024-03-27
U0009,2024-04-29,report_share,starter,Germany,2024-03-27
U0009,2024-03-29,logout,starter,Germany,2024-03-27
U0009,2024-03-31,logout,starter,Germany,2024-03-27
U0009,2024-04-11,report_create,starter,Germany,2024-03-27
U0009,2024-05-06,logout,starter,Germany,2024-03-27
U0009,2024-03-31,login,starter,Germany,2024-03-27
U0009,2024-05-04,logout,starter,Germany,2024-03-27
U0009,2024-04-17,report_share,starter,Germany,2024-03-27
U0009,2024-04-13,dashboard_view,starter,Germany,2024-03-27
U0009,2024-04-10,export_data,starter,Germany,2024-03-27
U0009,2024-04-16,report_share,starter,Germany,2024-03-27
U0009,2024-04-29,report_share,starter,Germany,2024-03-27
U0009,2024-05-14,export_data,starter,Germany,2024-03-27
U0009,2024-05-11,api_access,starter,Germany,2024-03-27
U0009,2024-05-02,dashboard_view,starter,Germany,2024-03-27
U0010,2024-03-13,api_access,free,USA,2024-03-10
U0010,2024-03-22,report_create,free,USA,2024-03-10
U0010,2024-03-17,invite_teammate,free,USA,2024-03-10
U0010,2024-03-20,logout,free,USA,2024-03-10
U0011,2024-01-17,report_share,free,India,2024-01-12
U0011,2024-01-21,report_create,free,India,2024-01-12
U0011,2024-01-17,settings_change,free,India,2024-01-12
U0011,2024-01-17,logout,free,India,2024-01-12
U0011,2024-02-06,billing_view,free,India,2024-01-12
U0011,2024-02-06,settings_change,free,India,2024-01-12
U0012,2024-04-06,export_data,free,India,2024-03-16
U0012,2024-04-10,report_share,free,India,2024-03-16
U0012,2024-03-25,logout,free,India,2024-03-16
U0012,2024-04-12,dashboard_view,free,India,2024-03-16
U0012,2024-03-22,dashboard_view,free,India,2024-03-16
U0012,2024-04-13,export_data,free,India,2024-03-16
U0012,2024-03-27,settings_change,free,India,2024-03-16
U0012,2024-03-28,export_data,free,India,2024-03-16
U0012,2024-04-19,login,free,India,2024-03-16
U0012,2024-04-11,dashboard_view,free,India,2024-03-16
U0012,2024-03-25,invite_teammate,free,India,2024-03-16
U0012,2024-04-23,report_share,free,India,2024-03-16
U0012,2024-04-23,report_create,free,India,2024-03-16
U0012,2024-04-25,dashboard_view,free,India,2024-03-16
U0012,2024-04-17,export_data,free,India,2024-03-16
U0012,2024-04-08,logout,free,India,2024-03-16
U0012,2024-04-08,export_data,free,India,2024-03-16
U0012,2024-04-12,invite_teammate,free,India,2024-03-16
U0012,2024-04-19,logout,free,India,2024-03-16
U0012,2024-03-23,report_share,free,India,2024-03-16
U0012,2024-04-03,dashboard_view,free,India,2024-03-16
U0012,2024-04-23,logout,free,India,2024-03-16
U0012,2024-04-25,logout,free,India,2024-03-16
U0012,2024-03-24,invite_teammate,free,India,2024-03-16
U0012,2024-04-19,logout,free,India,2024-03-16
U0013,2024-03-24,login,starter,USA,2024-02-24
U0013,2024-03-02,dashboard_view,starter,USA,2024-02-24
U0013,2024-03-04,dashboard_view,starter,USA,2024-02-24
U0013,2024-03-29,login,starter,USA,2024-02-24
U0013,2024-04-09,invite_teammate,starter,USA,2024-02-24
U0013,2024-03-05,logout,starter,USA,2024-02-24
U0013,2024-02-29,login,starter,USA,2024-02-24
U0013,2024-03-16,dashboard_view,starter,USA,2024-02-24
U0013,2024-03-11,logout,starter,USA,2024-02-24
U0013,2024-03-18,report_create,starter,USA,2024-02-24
U0013,2024-03-30,dashboard_view,starter,USA,2024-02-24
U0013,2024-03-25,report_share,starter,USA,2024-02-24
U0013,2024-03-18,dashboard_view,starter,USA,2024-02-24
U0013,2024-03-26,api_access,starter,USA,2024-02-24
U0013,2024-03-31,login,starter,USA,2024-02-24
U0013,2024-03-09,report_share,starter,USA,2024-02-24
U0013,2024-03-23,dashboard_view,starter,USA,2024-02-24
U0013,2024-04-01,report_create,starter,USA,2024-02-24
U0013,2024-02-29,invite_teammate,starter,USA,2024-02-24
U0013,2024-03-03,logout,starter,USA,2024-02-24
U0013,2024-03-08,settings_change,starter,USA,2024-02-24
U0013,2024-03-26,report_share,starter,USA,2024-02-24
U0013,2024-02-26,logout,starter,USA,2024-02-24
U0013,2024-03-18,logout,starter,USA,2024-02-24
U0013,2024-04-17,logout,starter,USA,2024-02-24
U0013,2024-04-05,logout,starter,USA,2024-02-24
U0013,2024-03-03,dashboard_view,starter,USA,2024-02-24
U0013,2024-03-15,logout,starter,USA,2024-02-24
U0014,2024-01-30,logout,free,UK,2024-01-05
U0014,2024-03-11,report_share,free,UK,2024-01-05
U0014,2024-04-04,report_create,free,UK,2024-01-05
U0014,2024-05-24,api_access,free,UK,2024-01-05
U0014,2024-04-30,settings_change,free,UK,2024-01-05
U0014,2024-01-18,invite_teammate,free,UK,2024-01-05
U0014,2024-02-21,invite_teammate,free,UK,2024-01-05
U0014,2024-06-17,login,free,UK,2024-01-05
U0014,2024-04-16,dashboard_view,free,UK,2024-01-05
U0014,2024-03-23,dashboard_view,free,UK,2024-01-05
U0014,2024-01-26,login,free,UK,2024-01-05
U0014,2024-03-08,report_share,free,UK,2024-01-05
U0014,2024-06-19,api_access,free,UK,2024-01-05
U0014,2024-06-05,settings_change,free,UK,2024-01-05
U0014,2024-03-26,report_create,free,UK,2024-01-05
U0014,2024-02-08,dashboard_view,free,UK,2024-01-05
U0014,2024-06-28,export_data,free,UK,2024-01-05
U0014,2024-03-28,billing_view,free,UK,2024-01-05
U0014,2024-02-24,login,free,UK,2024-01-05
U0014,2024-04-08,login,free,UK,2024-01-05
U0014,2024-04-10,logout,free,UK,2024-01-05
U0014,2024-05-30,dashboard_view,free,UK,2024-01-05
U0014,2024-01-10,logout,free,UK,2024-01-05
U0014,2024-06-18,export_data,free,UK,2024-01-05
U0014,2024-03-03,logout,free,UK,2024-01-05
U0014,2024-05-02,login,free,UK,2024-01-05
U0014,2024-02-17,login,free,UK,2024-01-05
U0014,2024-06-11,report_create,free,UK,2024-01-05
U0014,2024-03-11,login,free,UK,2024-01-05
U0014,2024-04-08,login,free,UK,2024-01-05
U0014,2024-05-29,login,free,UK,2024-01-05
U0014,2024-05-18,report_create,free,UK,2024-01-05
U0014,2024-04-30,logout,free,UK,2024-01-05
U0014,2024-05-10,login,free,UK,2024-01-05
U0014,2024-02-26,login,free,UK,2024-01-05
U0014,2024-03-13,dashboard_view,free,UK,2024-01-05
U0014,2024-05-10,report_create,free,UK,2024-01-05
U0014,2024-04-24,logout,free,UK,2024-01-05
U0014,2024-06-06,dashboard_view,free,UK,2024-01-05
U0014,2024-03-17,settings_change,free,UK,2024-01-05
U0014,2024-02-22,report_create,free,UK,2024-01-05
U0014,2024-04-18,billing_view,free,UK,2024-01-05
U0014,2024-01-12,dashboard_view,free,UK,2024-01-05
U0014,2024-03-12,dashboard_view,free,UK,2024-01-05
U0014,2024-04-29,logout,free,UK,2024-01-05
U0014,2024-04-08,export_data,free,UK,2024-01-05
U0014,2024-06-18,report_create,free,UK,2024-01-05
U0014,2024-01-07,report_create,free,UK,2024-01-05
U0014,2024-03-27,logout,free,UK,2024-01-05
U0014,2024-04-15,settings_change,free,UK,2024-01-05
U0014,2024-04-12,settings_change,free,UK,2024-01-05
U0014,2024-06-05,dashboard_view,free,UK,2024-01-05
U0014,2024-01-29,export_data,free,UK,2024-01-05
U0014,2024-01-18,dashboard_view,free,UK,2024-01-05
U0014,2024-03-05,report_share,free,UK,2024-01-05
U0014,2024-04-04,logout,free,UK,2024-01-05
U0014,2024-06-24,logout,free,UK,2024-01-05
U0014,2024-06-06,settings_change,free,UK,2024-01-05
U0014,2024-01-16,login,free,UK,2024-01-05
U0014,2024-05-13,export_data,free,UK,2024-01-05
U0014,2024-03-22,logout,free,UK,2024-01-05
U0014,2024-06-24,report_create,free,UK,2024-01-05
U0014,2024-05-27,login,free,UK,2024-01-05
U0014,2024-02-19,dashboard_view,free,UK,2024-01-05
U0014,2024-05-12,report_share,free,UK,2024-01-05
U0014,2024-03-31,logout,free,UK,2024-01-05
U0014,2024-02-07,login,free,UK,2024-01-05
U0014,2024-05-19,report_create,free,UK,2024-01-05
U0014,2024-03-11,login,free,UK,2024-01-05
U0014,2024-01-16,logout,free,UK,2024-01-05
U0014,2024-05-11,logout,free,UK,2024-01-05
U0014,2024-03-16,api_access,free,UK,2024-01-05
U0014,2024-04-24,dashboard_view,free,UK,2024-01-05
U0014,2024-03-12,export_data,free,UK,2024-01-05
U0014,2024-03-12,report_share,free,UK,2024-01-05
U0014,2024-04-25,logout,free,UK,2024-01-05
U0014,2024-03-25,api_access,free,UK,2024-01-05
U0014,2024-05-09,api_access,free,UK,2024-01-05
